date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:26:16	9969/9969	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:44%20GMT	https://ammaripa.com/download?id=31	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/download6fb5.html	(from https://ammaripa.com/index)
22:26:17	3521/3521	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202019%2020:38:10%20GMT	https://ammaripa.com/images/electra.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/electra.png	(from https://ammaripa.com/index)
22:26:17	9935/9935	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:44%20GMT	https://ammaripa.com/download?id=51	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/download7d36.html	(from https://ammaripa.com/index)
22:26:17	34731/34731	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Aug%202019%2004:05:00%20GMT	https://ammaripa.com/images/Th0r.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/Th0r.png	(from https://ammaripa.com/index)
22:26:17	9955/9955	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:45%20GMT	https://ammaripa.com/download?id=58	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/download48db.html	(from https://ammaripa.com/index)
22:26:18	28348/28348	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202019%2021:24:32%20GMT	https://ammaripa.com/images/meridian.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/meridian.png	(from https://ammaripa.com/index)
22:26:18	9967/9967	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:45%20GMT	https://ammaripa.com/download?id=69	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/downloadb27c.html	(from https://ammaripa.com/index)
22:26:18	17797/17797	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Aug%202019%2003:32:48%20GMT	https://ammaripa.com/images/doubleh3lix.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/doubleh3lix.png	(from https://ammaripa.com/index)
22:26:18	9942/9942	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:46%20GMT	https://ammaripa.com/download?id=34	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/downloadd5e8.html	(from https://ammaripa.com/index)
22:26:18	12319/12319	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202019%2021:48:32%20GMT	https://ammaripa.com/images/g0blin.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/g0blin.png	(from https://ammaripa.com/index)
22:26:19	9947/9947	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:46%20GMT	https://ammaripa.com/download?id=35	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/download40ac.html	(from https://ammaripa.com/index)
22:26:19	16050/16050	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202019%2021:44:12%20GMT	https://ammaripa.com/images/Yalu102.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/Yalu102.png	(from https://ammaripa.com/index)
22:26:19	9927/9927	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:47%20GMT	https://ammaripa.com/download?id=36	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/downloadf62c.html	(from https://ammaripa.com/index)
22:26:19	12720/12720	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202019%2021:46:36%20GMT	https://ammaripa.com/images/saigon.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/saigon.png	(from https://ammaripa.com/index)
22:26:19	9945/9945	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:47%20GMT	https://ammaripa.com/download?id=56	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/downloadadbc.html	(from https://ammaripa.com/index)
22:26:20	4444/4444	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202019%2021:43:30%20GMT	https://ammaripa.com/images/h3lix.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/h3lix.png	(from https://ammaripa.com/index)
22:26:20	9935/9935	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:48%20GMT	https://ammaripa.com/download?id=37	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/download4411.html	(from https://ammaripa.com/index)
22:26:20	25168/25168	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jan%202020%2015:58:30%20GMT	https://ammaripa.com/images/panGu.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/panGu.png	(from https://ammaripa.com/index)
22:26:20	9943/9943	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:48%20GMT	https://ammaripa.com/download?id=68	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/download5aaa.html	(from https://ammaripa.com/index)
22:26:21	17473/17473	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Aug%202019%2003:14:14%20GMT	https://ammaripa.com/images/phoenix.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/phoenix.png	(from https://ammaripa.com/index)
22:26:21	9944/9944	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:48%20GMT	https://ammaripa.com/download?id=38	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/downloadcdef.html	(from https://ammaripa.com/index)
22:26:21	9965/9965	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:49%20GMT	https://ammaripa.com/download?id=110	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/downloadb3a3.html	(from https://ammaripa.com/index)
22:26:21	53203/53203	---M--	200	added ('OK')	image/png	date:Fri,%2008%20May%202020%2006:46:10%20GMT	https://ammaripa.com/images/picsart.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/picsart.png	(from https://ammaripa.com/index)
22:26:22	9986/9986	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:49%20GMT	https://ammaripa.com/download?id=108	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/downloaddc6c.html	(from https://ammaripa.com/index)
22:26:22	21723/21723	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Apr%202020%2002:31:16%20GMT	https://ammaripa.com/images/9E8EDCE5-88DC-4107-9463-1A311F678F54.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/9E8EDCE5-88DC-4107-9463-1A311F678F54.png	(from https://ammaripa.com/index)
22:26:22	9915/9915	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:50%20GMT	https://ammaripa.com/download?id=66	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/downloadc5b2.html	(from https://ammaripa.com/index)
22:26:22	5227/5227	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Aug%202019%2022:27:44%20GMT	https://ammaripa.com/images/video%20star.jpeg	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/video%20star.jpg	(from https://ammaripa.com/index)
22:26:23	9922/9922	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:50%20GMT	https://ammaripa.com/download?id=57	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/download850a.html	(from https://ammaripa.com/index)
22:26:23	60475/60475	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jul%202019%2022:02:36%20GMT	https://ammaripa.com/images/Cute%20Cut%20Pro.jpeg	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/Cute%20Cut%20Pro.jpg	(from https://ammaripa.com/index)
22:26:23	9949/9949	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:51%20GMT	https://ammaripa.com/download?id=107	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/downloadd5b4.html	(from https://ammaripa.com/index)
22:26:23	10306/10306	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Apr%202020%2003:04:54%20GMT	https://ammaripa.com/images/moonlight++.jpg	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/moonlight++.jpg	(from https://ammaripa.com/index)
22:26:23	9939/9939	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:51%20GMT	https://ammaripa.com/download?id=67	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/download2770.html	(from https://ammaripa.com/index)
22:26:24	11460/11460	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Aug%202019%2022:31:34%20GMT	https://ammaripa.com/images/infilter%20plus.jpeg	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/infilter%20plus.jpg	(from https://ammaripa.com/index)
22:26:24	10039/10039	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:52%20GMT	https://ammaripa.com/download?id=109	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/download0717.html	(from https://ammaripa.com/index)
22:26:24	25047/25047	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20May%202020%2003:22:58%20GMT	https://ammaripa.com/images/617154D9-8B82-46AC-A094-69686DF89446.jpeg	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/617154D9-8B82-46AC-A094-69686DF89446.jpg	(from https://ammaripa.com/index)
22:26:24	9950/9950	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:52%20GMT	https://ammaripa.com/download?id=86	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/download2c6d.html	(from https://ammaripa.com/index)
22:26:25	11597/11597	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202019%2015:36:52%20GMT	https://ammaripa.com/images/YouTube++.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/YouTube++.png	(from https://ammaripa.com/index)
22:26:25	10139/10139	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:53%20GMT	https://ammaripa.com/download?id=54	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/download1e85.html	(from https://ammaripa.com/index)
22:26:25	70850/70850	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202019%2022:06:24%20GMT	https://ammaripa.com/images/TikTok++.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/TikTok++.png	(from https://ammaripa.com/index)
22:26:25	10006/10006	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:53%20GMT	https://ammaripa.com/download?id=44	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/downloada916.html	(from https://ammaripa.com/index)
22:26:26	36199/36199	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202019%2015:34:50%20GMT	https://ammaripa.com/images/instagram++.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/instagram++.png	(from https://ammaripa.com/index)
22:26:26	10084/10084	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:53%20GMT	https://ammaripa.com/download?id=41	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/download7df0.html	(from https://ammaripa.com/index)
22:26:26	22033/22033	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Sep%202019%2021:57:14%20GMT	https://ammaripa.com/images/whatsapp++.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/whatsapp++.png	(from https://ammaripa.com/index)
22:26:26	9950/9950	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:54%20GMT	https://ammaripa.com/download?id=55	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/downloada9e4.html	(from https://ammaripa.com/index)
22:26:26	20779/20779	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202019%2022:15:48%20GMT	https://ammaripa.com/images/Jodel.png	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/Jodel.png	(from https://ammaripa.com/index)
22:26:27	7630/7630	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:54%20GMT	https://ammaripa.com/repo/	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/repo/index.html	(from https://ammaripa.com/index)
22:26:27	6682/6682	---M--	200	added ('OK')	image/png	etag:cc28f7f104255a10e7564650d047460a	https://upload.wikimedia.org/wikipedia/commons/8/8b/Cydia_logo.png	C:/Users/ABO%20OMAR/Desktop/ipa/upload.wikimedia.org/wikipedia/commons/8/8b/Cydia_logo.png	(from https://ammaripa.com/index)
22:26:28	97163/97163	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	C:/Users/ABO%20OMAR/Desktop/ipa/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://ammaripa.com/index)
22:26:28	69707/69707	---M--	200	added ('OK')	application/javascript	date:Mon,%2025%20Jul%202016%2011:53:28%20GMT	https://ammaripa.com/js/bootstrap.js	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/js/bootstrap.js	(from https://ammaripa.com/index)
22:26:29	17056/17056	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2007:01:16%20GMT	https://ammaripa.com/js/modal.js	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/js/modal.js	(from https://ammaripa.com/index)
22:26:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Nov%202022%2019:31:56%20GMT	https://ammaripa.com/fonts/glyphicons-halflings-regular.eot	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/fonts/glyphicons-halflings-regular.eot	(from https://ammaripa.com/css/bootstrap.css)
22:26:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Nov%202022%2019:31:56%20GMT	https://ammaripa.com/fonts/glyphicons-halflings-regular.eot?	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/fonts/glyphicons-halflings-regulard41d.eot	(from https://ammaripa.com/css/bootstrap.css)
22:26:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Nov%202022%2019:31:57%20GMT	https://ammaripa.com/fonts/glyphicons-halflings-regular.woff2	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/fonts/glyphicons-halflings-regular.woff2	(from https://ammaripa.com/css/bootstrap.css)
22:26:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Nov%202022%2019:31:57%20GMT	https://ammaripa.com/fonts/glyphicons-halflings-regular.woff	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/fonts/glyphicons-halflings-regular.woff	(from https://ammaripa.com/css/bootstrap.css)
22:26:30	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Nov%202022%2019:31:57%20GMT	https://ammaripa.com/fonts/glyphicons-halflings-regular.ttf	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/fonts/glyphicons-halflings-regular.ttf	(from https://ammaripa.com/css/bootstrap.css)
22:26:30	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Nov%202022%2019:31:57%20GMT	https://ammaripa.com/fonts/glyphicons-halflings-regular.svg	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/fonts/glyphicons-halflings-regular.svg	(from https://ammaripa.com/css/bootstrap.css)
22:26:30	11157/11157	---M--	200	added ('OK')	text/css	date:Thu,%2028%20May%202020%2014:19:18%20GMT	https://ammaripa.com/css/style.css?emad=1255	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/css/stylee2cb.css	(from https://ammaripa.com/jailbreak)
22:26:31	11157/11157	---M--	200	added ('OK')	text/css	date:Sun,%2031%20May%202020%2009:14:51%20GMT	https://ammaripa.com/css/style2.css?emadmohammed=4145	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/css/style2eff4.css	(from https://ammaripa.com/jailbreak)
22:26:31	24870/24870	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:58%20GMT	https://ammaripa.com/jailbreak?language=en	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/jailbreak07a0.html	(from https://ammaripa.com/jailbreak)
22:26:31	24923/24923	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:31:59%20GMT	https://ammaripa.com/jailbreak?language=ar	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/jailbreak45ee.html	(from https://ammaripa.com/jailbreak)
22:26:31	11157/11157	---M--	200	added ('OK')	text/css	date:Thu,%2028%20May%202020%2014:19:18%20GMT	https://ammaripa.com/css/style.css?emad=3772	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/css/style7c30.css	(from https://ammaripa.com/blog)
22:26:32	11157/11157	---M--	200	added ('OK')	text/css	date:Sun,%2031%20May%202020%2009:14:51%20GMT	https://ammaripa.com/css/style2.css?emadmohammed=193	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/css/style2f466.css	(from https://ammaripa.com/blog)
22:26:32	16877/16877	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jan%202020%2000:15:42%20GMT	https://ammaripa.com/images/DEL%20OTA.jpg	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/DEL%20OTA.jpg	(from https://ammaripa.com/blog)
22:26:32	11598/11598	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Nov%202022%2019:32:00%20GMT	https://ammaripa.com/ShowBlog?id=11	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/ShowBlog0055.html	(from https://ammaripa.com/blog)
22:26:32	46856/46856	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Sep%202020%2022:04:36%20GMT	https://ammaripa.com/images/D5760382-D5F1-4FF9-927D-4509E1B5B1EE.jpeg	C:/Users/ABO%20OMAR/Desktop/ipa/ammaripa.com/images/D5760382-D5F1-4FF9-927D-4509E1B5B1EE.jpg	(from https://ammaripa.com/blog)
